order_id,customer_id,product_id,gift_card_id,payment_method,quantity,order_timestamp,payment_timestamp,order_status,shipment_id
ORD-0141,01HQZS3AA5B6Q0ZGTDH6M8HP1G,4805-cpu-8275,5dcba553-e92a-414d-a0ec-89ee16f0c6a8,Gift Card,3,2024-02-05T00:00:00Z,2024-02-07T12:00:00Z,Cancelled,NA
ORD-0142,01HQZS3ACA7KDDAAZWS087T2JD,0239-sss-2251,NA,PayPal,4,2024-02-25T00:00:00Z,2024-02-26T22:00:00Z,Out for Delivery,SHIP00873
ORD-0143,01HQZS39D0XW2VA2B455P9HEE0,9825-oll-3303,NA,PayPal,5,2024-02-14T00:00:00Z,2024-02-16T07:00:00Z,Shipped,SHIP00376
ORD-0144,01HQZS39FXV177F4YW21JWZWXR,5534-fql-1567,NA,PayPal,3,2024-02-27T00:00:00Z,2024-02-27T20:00:00Z,Delivered,SHIP00528
ORD-0145,01HQZS3ACDJZD6QTEC132F7NSJ,9174-pjf-7215,NA,Debit Card,3,2024-02-26T00:00:00Z,2024-02-28T02:00:00Z,Processing,SHIP00895
ORD-0146,01HQZS38QJBCBRXYQCFV4SN48Q,6972-vrt-0892,47ae5716-1f41-475a-acb7-00037f2a7bab,Gift Card,2,2024-02-15T00:00:00Z,2024-02-15T07:00:00Z,Processing,SHIP00076
ORD-0147,01HQZS3A5R7JWXW3Y842KDXXS1,8063-iwl-2754,NA,NA,1,2024-02-20T00:00:00Z,2024-02-22T03:00:00Z,Pending Payment,NA
ORD-0148,01HQZS3AE4QHXSTDGVP00FH952,7725-oen-4925,NA,Credit Card,1,2024-02-28T00:00:00Z,2024-03-01T09:00:00Z,Shipped,SHIP00975
ORD-0149,01HQZS39E90ZAJ60EZQZW2D4GT,2183-bnm-4747,NA,NA,5,2024-02-25T00:00:00Z,2024-02-26T05:00:00Z,Pending Payment,NA
ORD-0150,01HQZS3A847JNKQM3H47SEA4CP,4919-dit-2935,NA,Debit Card,4,2024-02-26T00:00:00Z,2024-02-28T23:00:00Z,Shipped,SHIP00754
ORD-0151,01HQZS3AA5B6Q0ZGTDH6M8HP1G,3047-avs-9648,NA,NA,2,2024-02-25T00:00:00Z,2024-02-27T15:00:00Z,Pending Payment,NA
ORD-0152,01HQZS39GX40794N4MMYEYRX99,6886-vkq-9248,NA,Debit Card,5,2024-02-14T00:00:00Z,2024-02-16T17:00:00Z,Shipped,SHIP00544
ORD-0153,01HQZS39D0XW2VA2B455P9HEE0,9377-uoq-1066,NA,Debit Card,1,2024-02-18T00:00:00Z,2024-02-20T12:00:00Z,Out for Delivery,SHIP00382
ORD-0154,01HQZS3A3P8MZAB8AHY26TV145,0239-sss-2251,e89aed64-ceb9-404d-b8de-ba0cdf9ba7e8,Gift Card,5,2024-02-06T00:00:00Z,2024-02-06T07:00:00Z,Shipped,SHIP00652
ORD-0155,01HQZS38KRC38NFNQR9QF1MTBZ,2583-nlk-0805,NA,PayPal,5,2024-02-19T00:00:00Z,2024-02-20T10:00:00Z,Out for Delivery,SHIP00004
ORD-0156,01HQZS39D985AD55EZ746WF0QR,3345-bxq-2562,NA,Credit Card,3,2024-02-12T00:00:00Z,2024-02-14T18:00:00Z,Cancelled,NA
ORD-0157,01HQZS38XY89ACWNM9CFSDD5YJ,2583-nlk-0805,NA,Credit Card,2,2024-02-22T00:00:00Z,2024-02-23T00:00:00Z,Shipped,SHIP00284
ORD-0158,01HQZS3ADKTGF34K6XJEKBJCAP,5546-xzt-7707,NA,Credit Card,5,2024-02-01T00:00:00Z,2024-02-02T02:00:00Z,Cancelled,NA
ORD-0159,01HQZS3ACA7KDDAAZWS087T2JD,9468-tdt-5532,NA,NA,3,2024-02-13T00:00:00Z,2024-02-14T02:00:00Z,Pending Payment,NA
ORD-0160,01HQZS38S6V458Z042MDVYJ59D,3700-yod-2141,NA,Debit Card,4,2024-02-07T00:00:00Z,2024-02-07T21:00:00Z,Delivered,SHIP00143
ORD-0161,01HQZS3ABSP39C924D3RJQ8X28,9825-oll-3303,NA,PayPal,2,2024-02-03T00:00:00Z,2024-02-04T20:00:00Z,Out for Delivery,SHIP00865
ORD-0162,01HQZS39FXV177F4YW21JWZWXR,2627-kdl-2059,4d4c13a4-fa78-4eae-b9b3-887273eec424,Gift Card,5,2024-02-01T00:00:00Z,2024-02-03T05:00:00Z,Cancelled,NA
ORD-0163,01HQZS3A72WHNQVT800NKTXQ6S,0640-ilw-8563,NA,Debit Card,4,2024-02-14T00:00:00Z,2024-02-15T17:00:00Z,Out for Delivery,SHIP00731
ORD-0164,01HQZS39E90ZAJ60EZQZW2D4GT,3417-zjy-8973,NA,Debit Card,2,2024-02-14T00:00:00Z,2024-02-14T06:00:00Z,Processing,SHIP00463
ORD-0165,01HQZS38VHYD24F1VP0CYKGBND,2179-kqi-1903,NA,NA,2,2024-02-18T00:00:00Z,2024-02-19T09:00:00Z,Pending Payment,NA
ORD-0166,01HQZS39R51SVV41TZN1PHCRB4,3345-bxq-2562,NA,NA,4,2024-02-16T00:00:00Z,2024-02-16T16:00:00Z,Pending Payment,NA
ORD-0167,01HQZS3ADAR9Z4QW94SJCE7WGJ,5801-dny-6002,c66d6531-41c0-41c0-be4f-aec006e27686,Gift Card,1,2024-02-01T00:00:00Z,2024-02-01T08:00:00Z,Out for Delivery,SHIP00926
ORD-0168,01HQZS39C4CP9WYFXBCMDF1MFP,2969-cmd-8655,NA,Debit Card,2,2024-02-04T00:00:00Z,2024-02-04T18:00:00Z,Delivered,SHIP00343
ORD-0169,01HQZS39FG5QBNT1QE1GE1RWWP,9174-pjf-7215,a27a11b2-f2dd-4125-82e5-afb622130df2,Gift Card,4,2024-02-11T00:00:00Z,2024-02-11T23:00:00Z,Delivered,SHIP00504
ORD-0170,01HQZS38VZCZNV804KD1PSRH1C,2333-eej-0339,fe15d141-58d9-4165-84ff-f5b9fbff4038,Gift Card,4,2024-02-26T00:00:00Z,2024-02-26T15:00:00Z,Shipped,SHIP00198
ORD-0171,01HQZS39EB5YNBV1PD9967KY2A,4895-nnr-6380,0844dc72-ca3d-4dc7-8a15-037ac8e05752,Gift Card,5,2024-02-13T00:00:00Z,2024-02-13T04:00:00Z,Shipped,SHIP00476
ORD-0172,01HQZS39DJSQHXNYSYEYA1V1BF,9643-ejb-9562,62f947f1-6105-41b9-a959-950f0116b8c7,Gift Card,2,2024-02-02T00:00:00Z,2024-02-04T04:00:00Z,Processing,SHIP00420
ORD-0173,01HQZS39M5YDD6XFANZ1ETWMT8,9897-mvb-8129,NA,Credit Card,3,2024-02-08T00:00:00Z,2024-02-09T08:00:00Z,Out for Delivery,SHIP00568
ORD-0174,01HQZS3AAV5SECZ0ENAEW3B6M2,0239-sss-2251,NA,PayPal,2,2024-02-16T00:00:00Z,2024-02-17T08:00:00Z,Shipped,SHIP00824
ORD-0175,01HQZS38QVTXRTE5KZF8QXAVRH,2583-nlk-0805,NA,NA,3,2024-02-20T00:00:00Z,2024-02-21T15:00:00Z,Pending Payment,NA
ORD-0176,01HQZS39GFTYRBKGJZNARZ00QY,5560-fhk-6807,NA,PayPal,4,2024-02-05T00:00:00Z,2024-02-07T07:00:00Z,Cancelled,NA
ORD-0177,01HQZS38Q41N1V3BRC4WVPCE8R,8716-cfp-4500,0084d200-2561-4291-a55c-975982db4211,Gift Card,2,2024-02-12T00:00:00Z,2024-02-13T22:00:00Z,Cancelled,NA
ORD-0178,01HQZS39E0N08BW659PGS5N72C,2815-ert-8256,NA,Debit Card,4,2024-02-06T00:00:00Z,2024-02-07T16:00:00Z,Delivered,SHIP00444
ORD-0179,01HQZS3AAYMQZDY54ZYMZQ8GYS,2825-roz-9932,b7886e2d-d30d-4921-bc65-0883f0cbc96d,Gift Card,2,2024-02-05T00:00:00Z,2024-02-07T08:00:00Z,Out for Delivery,SHIP00835
ORD-0180,01HQZS39P3DARVE8A1P2VZVPG7,5801-dny-6002,NA,Credit Card,2,2024-02-04T00:00:00Z,2024-02-06T23:00:00Z,Delivered,SHIP00632
ORD-0181,01HQZS3A847JNKQM3H47SEA4CP,5546-xzt-7707,NA,PayPal,4,2024-02-16T00:00:00Z,2024-02-16T04:00:00Z,Shipped,SHIP00757
ORD-0182,01HQZS39E0N08BW659PGS5N72C,6809-rbv-8821,NA,Debit Card,2,2024-02-21T00:00:00Z,2024-02-21T10:00:00Z,Shipped,SHIP00450
ORD-0183,01HQZS3A5AB1WWWYK9Q2KPHERF,5534-fql-1567,dd216887-1e89-43df-bee3-2d7a67e84e55,Gift Card,1,2024-02-23T00:00:00Z,2024-02-24T09:00:00Z,Processing,SHIP00670
ORD-0184,01HQZS3A60MK2C9GJEBKJ1T82V,0239-sss-2251,NA,Debit Card,3,2024-02-16T00:00:00Z,2024-02-18T17:00:00Z,Shipped,SHIP00696
ORD-0185,01HQZS39DSG9P5W8TA9C2TT93A,5546-xzt-7707,NA,PayPal,2,2024-02-23T00:00:00Z,2024-02-23T14:00:00Z,Shipped,SHIP00435
ORD-0186,01HQZS38Z5N9EWH13VYQJ8BK9X,7030-cqe-7798,NA,Credit Card,2,2024-02-29T00:00:00Z,2024-03-02T05:00:00Z,Shipped,SHIP00298
ORD-0187,01HQZS39C4CP9WYFXBCMDF1MFP,0213-xoa-6636,NA,Debit Card,3,2024-02-26T00:00:00Z,2024-02-27T07:00:00Z,Delivered,SHIP00347
ORD-0188,01HQZS39DVPM3HF4YF4H6380RT,9415-ujd-3311,NA,Debit Card,3,2024-02-26T00:00:00Z,2024-02-26T12:00:00Z,Processing,SHIP00437
ORD-0189,01HQZS38RM856ZNM5P617RFM0W,2969-cmd-8655,NA,Credit Card,2,2024-02-26T00:00:00Z,2024-02-27T15:00:00Z,Out for Delivery,SHIP00127
ORD-0190,01HQZS38S6V458Z042MDVYJ59D,6122-rto-7326,NA,PayPal,2,2024-02-02T00:00:00Z,2024-02-04T05:00:00Z,Out for Delivery,SHIP00144
ORD-0191,01HQZS3AB446YGT89H89T4ZW63,5560-fhk-6807,NA,PayPal,1,2024-02-15T00:00:00Z,2024-02-17T07:00:00Z,Delivered,SHIP00861
ORD-0192,01HQZS38ZDNERDCMWBHE93T6HW,1977-jsl-6327,NA,NA,4,2024-02-14T00:00:00Z,2024-02-16T17:00:00Z,Pending Payment,NA
ORD-0193,01HQZS39D985AD55EZ746WF0QR,6933-gij-4050,fe15d141-58d9-4165-84ff-f5b9fbff4038,Gift Card,5,2024-02-18T00:00:00Z,2024-02-20T03:00:00Z,Processing,SHIP00395
ORD-0194,01HQZS39D985AD55EZ746WF0QR,7416-fxi-4079,NA,Credit Card,1,2024-02-12T00:00:00Z,2024-02-13T12:00:00Z,Shipped,SHIP00386
ORD-0195,01HQZS38QSSJ1MYD0C10WENNF5,8415-qhe-4590,NA,PayPal,1,2024-02-16T00:00:00Z,2024-02-17T20:00:00Z,Processing,SHIP00092
ORD-0196,01HQZS3ACA7KDDAAZWS087T2JD,5907-img-0199,667cb46d-525b-4aca-85ef-6eb2d07f1f33,Gift Card,1,2024-02-28T00:00:00Z,2024-02-28T17:00:00Z,Shipped,SHIP00880
ORD-0197,01HQZS3A60MK2C9GJEBKJ1T82V,0989-puw-7394,NA,Credit Card,4,2024-02-26T00:00:00Z,2024-02-26T21:00:00Z,Processing,SHIP00685
ORD-0198,01HQZS3A9MR2XV2FM0QJH2A70J,5504-jsr-4763,NA,PayPal,2,2024-02-12T00:00:00Z,2024-02-13T19:00:00Z,Processing,SHIP00803
ORD-0199,01HQZS38QJBCBRXYQCFV4SN48Q,3835-may-3630,NA,PayPal,2,2024-02-29T00:00:00Z,2024-03-01T05:00:00Z,Processing,SHIP00080
ORD-0200,01HQZS38PMDVKB1S9SK6ZAJ6GG,4488-xnr-2917,NA,NA,4,2024-02-18T00:00:00Z,2024-02-18T16:00:00Z,Pending Payment,NA
ORD-0201,01HQZS38PMDVKB1S9SK6ZAJ6GG,4805-cpu-8275,NA,Debit Card,4,2024-02-13T00:00:00Z,2024-02-14T15:00:00Z,Cancelled,NA
ORD-0202,01HQZS39KHBQ4BPNM9MS85W6VA,6886-vkq-9248,1fb5c689-2e78-4854-a011-c6624780afac,Gift Card,5,2024-02-16T00:00:00Z,2024-02-18T02:00:00Z,Processing,SHIP00564
ORD-0203,01HQZS39N71RXPCMSHSNRACWMS,3345-bxq-2562,a75c162d-bf92-49cc-a2a3-312a19f4f7b5,Gift Card,4,2024-02-28T00:00:00Z,2024-02-28T20:00:00Z,Shipped,SHIP00592
ORD-0204,01HQZS3A6YSS03C1PYDB0JNFBA,4919-dit-2935,NA,Debit Card,3,2024-02-15T00:00:00Z,2024-02-16T10:00:00Z,Processing,SHIP00718
ORD-0205,01HQZS38WG8S1THR49J3J5XZ8S,7030-cqe-7798,NA,NA,1,2024-02-21T00:00:00Z,2024-02-23T20:00:00Z,Pending Payment,NA
ORD-0206,01HQZS39NTPRK044E5R6BW75E7,9468-tdt-5532,NA,Credit Card,2,2024-02-16T00:00:00Z,2024-02-18T21:00:00Z,Out for Delivery,SHIP00600
ORD-0207,01HQZS39FXV177F4YW21JWZWXR,2969-cmd-8655,NA,PayPal,5,2024-02-01T00:00:00Z,2024-02-02T23:00:00Z,Processing,SHIP00519
ORD-0208,01HQZS38WEDQXH6AW7MBAW6TFZ,2583-nlk-0805,NA,NA,4,2024-02-06T00:00:00Z,2024-02-06T19:00:00Z,Pending Payment,NA
ORD-0209,01HQZS38X6AS3MVQ7D55XBCRWH,7197-oxg-8083,NA,PayPal,3,2024-02-14T00:00:00Z,2024-02-14T14:00:00Z,Shipped,SHIP00247
ORD-0210,01HQZS38ZDNERDCMWBHE93T6HW,4163-cos-4183,NA,PayPal,1,2024-02-22T00:00:00Z,2024-02-23T18:00:00Z,Out for Delivery,SHIP00308
ORD-0211,01HQZS39JTXWR305VZ8JZX342W,9468-tdt-5532,NA,NA,5,2024-02-26T00:00:00Z,2024-02-28T14:00:00Z,Pending Payment,NA
ORD-0212,01HQZS38XQRJRSHMAGT8ZB6JWR,3381-fsr-2733,NA,PayPal,4,2024-02-24T00:00:00Z,2024-02-25T08:00:00Z,Shipped,SHIP00274
ORD-0213,01HQZS38QSSJ1MYD0C10WENNF5,5801-dny-6002,2c046d7d-55a4-42df-af7b-fa8338500b0a,Gift Card,3,2024-02-12T00:00:00Z,2024-02-14T05:00:00Z,Out for Delivery,SHIP00096
ORD-0214,01HQZS39FS52NS4NXF080CAZE9,8535-oih-1501,NA,NA,3,2024-02-11T00:00:00Z,2024-02-13T13:00:00Z,Pending Payment,NA
ORD-0215,01HQZS39FXV177F4YW21JWZWXR,0443-tnx-6485,NA,NA,1,2024-02-07T00:00:00Z,2024-02-09T23:00:00Z,Pending Payment,NA
ORD-0216,01HQZS3A847JNKQM3H47SEA4CP,4805-cpu-8275,NA,Debit Card,5,2024-02-02T00:00:00Z,2024-02-03T15:00:00Z,Processing,SHIP00750
ORD-0217,01HQZS38QVTXRTE5KZF8QXAVRH,6895-qwg-9407,NA,Debit Card,5,2024-02-05T00:00:00Z,2024-02-07T02:00:00Z,Out for Delivery,SHIP00099
ORD-0218,01HQZS38X281N3C89KS61H3ZVS,2583-nlk-0805,NA,Debit Card,2,2024-02-17T00:00:00Z,2024-02-17T23:00:00Z,Cancelled,NA
ORD-0219,01HQZS39FG5QBNT1QE1GE1RWWP,9639-sot-9274,NA,Credit Card,5,2024-02-17T00:00:00Z,2024-02-19T06:00:00Z,Delivered,SHIP00502
ORD-0220,01HQZS38X6AS3MVQ7D55XBCRWH,2658-nib-8410,NA,Debit Card,3,2024-02-28T00:00:00Z,2024-02-29T09:00:00Z,Cancelled,NA
ORD-0221,01HQZS38PMDVKB1S9SK6ZAJ6GG,2658-nib-8410,NA,NA,2,2024-02-18T00:00:00Z,2024-02-20T17:00:00Z,Pending Payment,NA
ORD-0222,01HQZS38X281N3C89KS61H3ZVS,0239-sss-2251,NA,NA,2,2024-02-19T00:00:00Z,2024-02-19T04:00:00Z,Pending Payment,NA
ORD-0223,01HQZS3AB446YGT89H89T4ZW63,5504-jsr-4763,NA,Credit Card,4,2024-02-22T00:00:00Z,2024-02-24T07:00:00Z,Processing,SHIP00849
ORD-0224,01HQZS3ACDJZD6QTEC132F7NSJ,7013-smv-9960,NA,NA,4,2024-02-14T00:00:00Z,2024-02-15T12:00:00Z,Pending Payment,NA
ORD-0225,01HQZS38Z5N9EWH13VYQJ8BK9X,5116-vjq-2956,NA,NA,3,2024-02-02T00:00:00Z,2024-02-04T05:00:00Z,Pending Payment,NA
ORD-0226,01HQZS3AAV5SECZ0ENAEW3B6M2,3835-may-3630,NA,Debit Card,2,2024-02-10T00:00:00Z,2024-02-12T18:00:00Z,Cancelled,NA
ORD-0227,01HQZS38WG8S1THR49J3J5XZ8S,2130-djy-0035,NA,NA,4,2024-02-26T00:00:00Z,2024-02-27T06:00:00Z,Pending Payment,NA
ORD-0228,01HQZS39JTXWR305VZ8JZX342W,2825-roz-9932,NA,Credit Card,1,2024-02-09T00:00:00Z,2024-02-11T12:00:00Z,Shipped,SHIP00555
ORD-0229,01HQZS3A6G0XVEQ9MV1A99A1PR,3172-mkh-5592,NA,PayPal,5,2024-02-27T00:00:00Z,2024-02-29T04:00:00Z,Delivered,SHIP00699
ORD-0230,01HQZS38WEDQXH6AW7MBAW6TFZ,9639-sot-9274,NA,Credit Card,2,2024-02-16T00:00:00Z,2024-02-18T06:00:00Z,Delivered,SHIP00211
ORD-0231,01HQZS38RM856ZNM5P617RFM0W,0989-puw-7394,NA,NA,2,2024-02-01T00:00:00Z,2024-02-01T18:00:00Z,Pending Payment,NA
ORD-0232,01HQZS38NM1G3K5K605GW27GF5,3182-bjo-1551,2ad68a8d-2629-4a1c-af7a-c6bc1fd6b443,Gift Card,4,2024-02-28T00:00:00Z,2024-03-01T01:00:00Z,Shipped,SHIP00038
ORD-0233,01HQZS3ACMRNXCXYEBVGYF4AH4,7030-cqe-7798,NA,Debit Card,1,2024-02-13T00:00:00Z,2024-02-15T16:00:00Z,Cancelled,NA
ORD-0234,01HQZS38KRC38NFNQR9QF1MTBZ,3381-fsr-2733,NA,PayPal,3,2024-02-07T00:00:00Z,2024-02-07T09:00:00Z,Cancelled,NA
ORD-0235,01HQZS3ACDJZD6QTEC132F7NSJ,5534-fql-1567,NA,PayPal,5,2024-02-01T00:00:00Z,2024-02-03T23:00:00Z,Processing,SHIP00893
ORD-0236,01HQZS39KHBQ4BPNM9MS85W6VA,9639-sot-9274,NA,PayPal,4,2024-02-12T00:00:00Z,2024-02-12T23:00:00Z,Delivered,SHIP00563
ORD-0237,01HQZS3A98YQAJT8W2FG6CQXH2,7725-oen-4925,NA,Credit Card,5,2024-02-17T00:00:00Z,2024-02-17T17:00:00Z,Processing,SHIP00795
ORD-0238,01HQZS38XQRJRSHMAGT8ZB6JWR,8994-zxo-6452,NA,NA,2,2024-02-24T00:00:00Z,2024-02-25T07:00:00Z,Pending Payment,NA
ORD-0239,01HQZS38X6AS3MVQ7D55XBCRWH,6886-vkq-9248,b8a8bd97-9f48-4815-aeb8-555bf71d4c51,Gift Card,4,2024-02-07T00:00:00Z,2024-02-07T12:00:00Z,Delivered,SHIP00248
ORD-0240,01HQZS38XFN9XMV488HRR2PRNZ,0989-puw-7394,NA,NA,1,2024-02-24T00:00:00Z,2024-02-26T07:00:00Z,Pending Payment,NA
ORD-0241,01HQZS3AAYMQZDY54ZYMZQ8GYS,6331-fmm-8857,NA,Credit Card,3,2024-02-04T00:00:00Z,2024-02-05T18:00:00Z,Cancelled,NA
ORD-0242,01HQZS38PMDVKB1S9SK6ZAJ6GG,2658-nib-8410,NA,NA,2,2024-02-19T00:00:00Z,2024-02-21T09:00:00Z,Pending Payment,NA
ORD-0243,01HQZS39MCNFGHS7MC9GTZ4HB9,2130-djy-0035,4e6f0d5a-b70a-40a3-ae31-31f9998566f9,Gift Card,3,2024-02-03T00:00:00Z,2024-02-05T07:00:00Z,Delivered,SHIP00581
ORD-0244,01HQZS38X6AS3MVQ7D55XBCRWH,1977-jsl-6327,NA,Credit Card,1,2024-02-23T00:00:00Z,2024-02-25T09:00:00Z,Cancelled,NA
ORD-0245,01HQZS39DEQDTJC46WNPM76N2G,3047-avs-9648,NA,NA,2,2024-02-24T00:00:00Z,2024-02-25T13:00:00Z,Pending Payment,NA
ORD-0246,01HQZS3AAV5SECZ0ENAEW3B6M2,6122-rto-7326,NA,NA,3,2024-02-26T00:00:00Z,2024-02-26T21:00:00Z,Pending Payment,NA
ORD-0247,01HQZS38NM1G3K5K605GW27GF5,2183-bnm-4747,NA,PayPal,2,2024-02-07T00:00:00Z,2024-02-09T02:00:00Z,Delivered,SHIP00042
ORD-0248,01HQZS3ADKTGF34K6XJEKBJCAP,9174-pjf-7215,NA,Credit Card,3,2024-02-07T00:00:00Z,2024-02-09T12:00:00Z,Delivered,SHIP00948
ORD-0249,01HQZS38YBSDA3RJ0RT9AT3AA7,8396-fjt-9291,NA,PayPal,1,2024-02-09T00:00:00Z,2024-02-10T00:00:00Z,Out for Delivery,SHIP00293
ORD-0250,01HQZS3ADAR9Z4QW94SJCE7WGJ,2333-eej-0339,NA,NA,2,2024-02-08T00:00:00Z,2024-02-08T04:00:00Z,Pending Payment,NA
ORD-0251,01HQZS38SFBRSN3RB2RGW5RKQR,2901-cyy-6826,NA,Debit Card,4,2024-02-18T00:00:00Z,2024-02-19T18:00:00Z,Out for Delivery,SHIP00157
ORD-0252,01HQZS39NWNM280ZX4PTT0SFT4,0125-sqt-6811,NA,Debit Card,2,2024-02-27T00:00:00Z,2024-02-27T12:00:00Z,Cancelled,NA
ORD-0253,01HQZS39CVXQAP4MFM5J52YAC2,5907-img-0199,88baa0f9-00fe-4943-81ab-1e130fa169be,Gift Card,2,2024-02-21T00:00:00Z,2024-02-22T16:00:00Z,Delivered,SHIP00363
ORD-0254,01HQZS39JTXWR305VZ8JZX342W,8994-zxo-6452,NA,Debit Card,1,2024-02-06T00:00:00Z,2024-02-08T10:00:00Z,Cancelled,NA
ORD-0255,01HQZS38VHYD24F1VP0CYKGBND,0443-tnx-6485,NA,Credit Card,5,2024-02-26T00:00:00Z,2024-02-28T11:00:00Z,Cancelled,NA
ORD-0256,01HQZS38ZKM98M99APTJ277HG7,8535-oih-1501,NA,Debit Card,1,2024-02-01T00:00:00Z,2024-02-02T17:00:00Z,Cancelled,NA
ORD-0257,01HQZS3ACA7KDDAAZWS087T2JD,1621-tzo-6773,NA,Debit Card,3,2024-02-13T00:00:00Z,2024-02-14T11:00:00Z,Out for Delivery,SHIP00879
ORD-0258,01HQZS38ZDNERDCMWBHE93T6HW,2825-roz-9932,3e01eba0-0426-43f7-94f3-28023688b4bc,Gift Card,4,2024-02-06T00:00:00Z,2024-02-06T21:00:00Z,Cancelled,NA
ORD-0259,01HQZS39P3DARVE8A1P2VZVPG7,9174-pjf-7215,NA,NA,1,2024-02-10T00:00:00Z,2024-02-12T04:00:00Z,Pending Payment,NA
ORD-0260,01HQZS38MSWSKPSJ47RTE0Z30C,9897-mvb-8129,NA,Debit Card,2,2024-02-13T00:00:00Z,2024-02-13T23:00:00Z,Shipped,SHIP00023
ORD-0261,01HQZS3A6YSS03C1PYDB0JNFBA,0443-tnx-6485,NA,PayPal,1,2024-02-04T00:00:00Z,2024-02-04T15:00:00Z,Processing,SHIP00712
ORD-0262,01HQZS3AE36SXDAYSFRWCC3EDH,4895-nnr-6380,10bd5fb4-601e-471d-b343-8f94b917b575,Gift Card,5,2024-02-21T00:00:00Z,2024-02-22T07:00:00Z,Out for Delivery,SHIP00968
ORD-0263,01HQZS38NFAMVH5N51426R4G37,1977-jsl-6327,NA,Credit Card,2,2024-02-04T00:00:00Z,2024-02-05T04:00:00Z,Shipped,SHIP00033
ORD-0264,01HQZS38X281N3C89KS61H3ZVS,7725-oen-4925,NA,PayPal,5,2024-02-28T00:00:00Z,2024-02-28T17:00:00Z,Processing,SHIP00237
ORD-0265,01HQZS38Q41N1V3BRC4WVPCE8R,0035-nrm-7502,NA,Debit Card,4,2024-02-28T00:00:00Z,2024-02-29T06:00:00Z,Shipped,SHIP00064
ORD-0266,01HQZS39GFTYRBKGJZNARZ00QY,3381-fsr-2733,NA,Debit Card,3,2024-02-20T00:00:00Z,2024-02-21T09:00:00Z,Out for Delivery,SHIP00534
ORD-0267,01HQZS3ACA7KDDAAZWS087T2JD,4127-qla-0411,NA,Debit Card,4,2024-02-15T00:00:00Z,2024-02-16T06:00:00Z,Processing,SHIP00877
ORD-0268,01HQZS3AAYMQZDY54ZYMZQ8GYS,5560-fhk-6807,NA,Debit Card,4,2024-02-29T00:00:00Z,2024-03-02T10:00:00Z,Shipped,SHIP00838
ORD-0269,01HQZS39DVPM3HF4YF4H6380RT,0981-nix-4408,NA,Debit Card,4,2024-02-27T00:00:00Z,2024-02-28T15:00:00Z,Cancelled,NA
ORD-0270,01HQZS38SYW9JTKG2X31JWW224,2333-eej-0339,e64ff4c3-8bd7-4bb7-a513-d6bd713ec7ef,Gift Card,5,2024-02-24T00:00:00Z,2024-02-25T20:00:00Z,Delivered,SHIP00164
ORD-0271,01HQZS39DJSQHXNYSYEYA1V1BF,3345-bxq-2562,66e05281-9811-4b81-947f-84ac08bd9ca8,Gift Card,5,2024-02-26T00:00:00Z,2024-02-27T04:00:00Z,Out for Delivery,SHIP00421
ORD-0272,01HQZS38YBSDA3RJ0RT9AT3AA7,8396-fjt-9291,38c19ba5-68a8-47ac-9f59-e2da5ca6d5e4,Gift Card,2,2024-02-01T00:00:00Z,2024-02-01T19:00:00Z,Shipped,SHIP00292
ORD-0273,01HQZS38NM1G3K5K605GW27GF5,7822-ldb-4335,NA,Credit Card,3,2024-02-05T00:00:00Z,2024-02-07T19:00:00Z,Shipped,SHIP00044
ORD-0274,01HQZS3A5R7JWXW3Y842KDXXS1,0443-tnx-6485,NA,PayPal,1,2024-02-17T00:00:00Z,2024-02-18T20:00:00Z,Shipped,SHIP00672
ORD-0275,01HQZS39N71RXPCMSHSNRACWMS,9639-sot-9274,NA,NA,4,2024-02-25T00:00:00Z,2024-02-26T09:00:00Z,Pending Payment,NA
ORD-0276,01HQZS39E90ZAJ60EZQZW2D4GT,3345-bxq-2562,NA,Credit Card,1,2024-02-27T00:00:00Z,2024-02-27T02:00:00Z,Out for Delivery,SHIP00472
ORD-0277,01HQZS38SFBRSN3RB2RGW5RKQR,8415-qhe-4590,NA,Debit Card,2,2024-02-02T00:00:00Z,2024-02-03T22:00:00Z,Processing,SHIP00153
ORD-0278,01HQZS39DVPM3HF4YF4H6380RT,4127-qla-0411,NA,Debit Card,2,2024-02-06T00:00:00Z,2024-02-06T07:00:00Z,Delivered,SHIP00441
ORD-0279,01HQZS3ACT7VQEQ9TRK3S38NSD,2658-nib-8410,9c667f23-215c-49e5-9af2-75327599a0f7,Gift Card,1,2024-02-20T00:00:00Z,2024-02-21T23:00:00Z,Shipped,SHIP00914
ORD-0280,01HQZS39NTPRK044E5R6BW75E7,3183-hlz-0188,NA,PayPal,2,2024-02-05T00:00:00Z,2024-02-05T19:00:00Z,Out for Delivery,SHIP00604
ORD-0281,01HQZS39FS52NS4NXF080CAZE9,0213-xoa-6636,NA,PayPal,4,2024-02-17T00:00:00Z,2024-02-19T11:00:00Z,Out for Delivery,SHIP00512
ORD-0282,01HQZS39FS52NS4NXF080CAZE9,9786-afp-1463,cad26f6e-bcfd-4542-b5b9-1d5d527f0bbd,Gift Card,2,2024-02-18T00:00:00Z,2024-02-18T05:00:00Z,Out for Delivery,SHIP00515
ORD-0283,01HQZS39NTPRK044E5R6BW75E7,8994-zxo-6452,NA,PayPal,1,2024-02-24T00:00:00Z,2024-02-24T02:00:00Z,Processing,SHIP00601
